DMU;CountryYear;Country code;Country;Bank;ID;Foreign;Government;Bank code;Listed;Type;Islamic;year;ES;ES2;Cost2Inc;DepSTFund;Equity;Eq2Assets;FixAssets;GLoans;NPL2GL;LoanLP;Loans;NetFeeCom;NetIntRev;Branches;Employees;OthOpExp;OthOpInc;Overhead;PerExp;ROAA;ROAE;Assets;LnAssets;BusinessVol;EarnAssets;Funding;IntExp;NonIntExp;NonIntOpInc;OthEarnAssets;ExRate;Unit;GDPG;GDPC ;LnGDPC;GDPGC;PCDGDP;ICP;IGDPD;STMC;STMR;ETU;PAU;TRU;EXU;CSU;LDU;PCU;FSU;SQU;SCU;ETW;PAW;TRW;EXW;CSW;LDW;PCW;FSW;SQW;SCW;IIILargeAssets;VLargeAssets;HHIAssets  ;IIILargeLoans;VLargeLoans;HHILoans;IIILargeDeposits;VLargeDeposits;HHIDeposits;DomPrivOwnAssets;ForOwnAssets;GovOwnAssets;DomPrivOwnLoans;ForOwnLoans;GovOwnLoans;DomPrivOwnDeposits;ForOwnDeposits;GovOwnDeposits;BankCon;BankZsc;avelf;lat_abst;Legor;legor_uk;legor_fr;EFI;PP;CI;EconFree;PR;FC;FisF;GS;BF;LF;MF;TF;IF;FinF;LoanLossRatio;IndepYear;Indep;Religion;W-House;W-Senate
Nedbank Namibia Ltd/2010;Namibia/2010;26;Namibia;Nedbank Namibia Ltd;NamibiaNedbank Namibia Ltd2010;1;0;154;0;CB;0;2010;0,593;0,485;0,631;821,079;96,473;0,101;11,118;713,242;0,018;2,677;703,612;14,492;48,421;;;23,794;21,158;43,913;20,120;0,018;0,189;952,969;6,860;7385,80;898,019;822,622;35,581;43,913;21,158;194,407;7,32;1,00;0,066;4875,97;8,492;0,047;0,437;0,045;0,010;0,095;0,025;2,563;4,444;9,238;3,333;2,500;8,438;0,000;0,000;3,750;3,807;2,708;4,643;9,405;1,667;3,611;6,875;0,000;0,000;2,857;3,530;0,87;1,00;;0,87;1,00;;0,87;1,00;;0,28;0,72;0,00;0,30;0,70;0,00;0,29;0,71;0,00;0,973;25,552;0,728;0,24;French;1;0;6,38;3;0,45;62,2;30;45;68,3;69,5;73,3;87,2;71;87,8;50;40;0,004;1990;20;3;0,24;0,27
Bank of Africa - Niger/2005;Niger/2005;27;Niger;Bank of Africa - Niger;NigerBank of Africa - Niger2005;1;0;155;1;CB;0;2005;0,179;0,142;0,613;63,035;6,610;0,088;3,579;29,968;0,096;0,255;28,515;1,058;3,567;;73;2,593;2,372;3,639;1,047;0,012;0,130;75,371;4,322;47117,20;53,334;63,035;1,015;3,639;2,372;24,818;527,47;1,00;0,045;262,06;5,569;0,009;0,064;0,078;0,066;;;3,125;3,889;7,848;1,667;2,000;3,125;3,125;0,000;3,750;3,170;3,125;4,643;7,917;0,833;2,778;3,750;4,167;0,000;2,857;3,341;0,68;0,90;1933,40;0,72;0,89;2003,70;0,73;0,94;2176,90;0,00;0,99;0,01;0,00;0,99;0,01;0,00;1,00;0,00;0,806;39,879;0,733;0,18;French;0;1;5,62;0;;54,1;30;10;66,5;89,8;55;44,2;88,3;56,8;50;50;0,009;1960;45;1;0,12;
Bank of Africa - Niger/2006;Niger/2006;27;Niger;Bank of Africa - Niger;NigerBank of Africa - Niger2006;1;0;155;1;CB;0;2006;0,236;0,201;0,538;75,305;8,366;0,096;3,660;46,363;0,044;0,617;44,311;1,390;4,497;;76;3,134;3,255;4,174;1,040;0,019;0,204;87,419;4,471;50848,00;70,327;75,305;0,980;4,174;3,255;26,017;522,89;1,00;0,058;270,81;5,601;0,021;0,075;0,000;0,003;;;3,125;3,889;7,848;1,667;2,000;3,125;3,125;0,000;3,750;3,170;3,125;4,643;7,917;0,833;2,778;3,750;4,167;0,000;2,857;3,341;0,68;0,90;1933,40;0,72;0,89;2003,70;0,73;0,94;2176,90;0,00;0,99;0,01;0,00;1,00;0,00;0,00;1,00;0,00;0,806;45,809;0,733;0,18;French;0;1;5,70;0;;52,5;30;22;62,7;90,9;28,8;44,7;87,9;57,6;50;50;0,013;1960;46;1;0,12;
Bank of Africa - Niger/2007;Niger/2007;27;Niger;Bank of Africa - Niger;NigerBank of Africa - Niger2007;1;0;155;1;CB;0;2007;0,278;0,249;0,534;131,554;10,837;0,074;4,209;81,714;0,034;0,588;79,258;1,739;6,106;;;4,014;3,777;5,278;1,265;0,018;0,223;147,187;4,992;81597,70;116,507;131,554;2,344;5,278;3,777;37,249;479,27;1,00;0,034;307,66;5,729;-0,002;0,084;0,001;0,043;;;3,125;3,889;7,848;1,667;2,000;3,125;3,125;0,000;3,750;3,170;3,125;4,643;7,917;0,833;2,778;3,750;4,167;0,000;2,857;3,341;0,68;0,90;1933,40;0,72;0,89;2003,70;0,73;0,94;2176,90;0,00;1,00;0,00;0,00;1,00;0,00;0,00;1,00;0,00;0,806;36,799;0,733;0,18;French;0;1;5,64;0;;53,2;30;24;66,2;86,3;38,4;44;80,6;62,4;50;50;0,007;1960;47;1;0,12;
Bank of Africa - Niger/2008;Niger/2008;27;Niger;Bank of Africa - Niger;NigerBank of Africa - Niger2008;1;0;155;1;CB;0;2008;0,324;0,294;0,458;180,027;16,637;0,079;4,786;134,087;0,021;0,904;130,087;2,399;9,655;;;4,923;4,616;6,532;1,609;0,016;0,212;210,472;5,349;107429,60;172,045;183,377;4,394;6,532;4,616;41,958;447,81;1,00;0,087;371,62;5,918;0,049;0,095;0,113;0,076;;;3,125;3,889;7,848;1,667;2,000;3,125;3,125;0,000;3,750;3,170;3,125;4,643;7,917;0,833;2,778;3,750;4,167;0,000;2,857;3,341;0,64;0,86;1728,70;0,66;0,86;1760,40;0,70;0,91;1981,00;0,00;1,00;0,00;0,00;1,00;0,00;0,00;1,00;0,00;0,762;38,127;0,733;0,18;French;0;1;5,59;0;;52,9;30;23;66,4;89,3;36,2;43,5;86;64,4;50;40;0,007;1960;48;1;0,12;
Bank of Africa - Niger/2009;Niger/2009;27;Niger;Bank of Africa - Niger;NigerBank of Africa - Niger2009;1;0;155;1;CB;0;2009;0,298;0,274;0,481;189,599;22,863;0,098;4,648;144,590;0,030;1,717;139,064;2,238;10,721;;;4,975;3,600;6,888;1,913;0,016;0,177;233,837;5,455;122163,20;171,346;197,492;5,960;6,888;3,600;32,282;472,19;1,00;-0,009;350,94;5,861;-0,044;0,115;0,043;0,041;;;3,125;3,889;7,848;1,667;2,000;3,125;3,125;0,000;3,750;3,170;3,125;4,643;7,917;0,833;2,778;3,750;4,167;0,000;2,857;3,341;0,64;0,86;1728,70;0,66;0,86;1760,40;0,70;0,91;1981,00;0,00;1,00;0,00;0,00;1,00;0,00;0,00;1,00;0,00;0,762;45,461;0,733;0,18;French;0;1;5,67;0;;53,8;30;26;66,3;88,8;36,9;40,6;89,5;70,4;50;40;0,012;1960;49;1;0,10;
Bank of Africa - Niger/2010;Niger/2010;27;Niger;Bank of Africa - Niger;NigerBank of Africa - Niger2010;1;0;155;1;CB;0;2010;0,319;0,304;0,548;238,694;27,524;0,098;5,474;176,120;;0,277;170,717;1,903;9,859;;;5,419;4,521;7,873;2,455;0,018;0,181;281,387;5,640;155603,10;227,598;244,017;6,273;7,873;4,521;56,882;495,28;1,00;0,080;348,80;5,854;0,042;0,118;0,008;0,000;;;3,125;3,889;7,848;1,667;2,000;3,125;3,125;0,000;3,750;3,170;3,125;4,643;7,917;0,833;2,778;3,750;4,167;0,000;2,857;3,341;0,64;0,86;1728,70;0,66;0,86;1760,40;0,70;0,91;1981,00;0,00;1,00;0,00;0,00;1,00;0,00;0,00;1,00;0,00;0,762;46,217;0,733;0,18;French;0;1;5,65;0;;52,9;30;28;65,1;85,1;37,2;40,7;77,6;75,7;50;40;0,002;1960;50;1;;
Ecobank Niger/2005;Niger/2005;27;Niger;Ecobank Niger;NigerEcobank Niger2005;1;0;156;0;CB;0;2005;0,232;0,176;0,705;65,355;4,560;0,063;3,420;50,719;0,072;1,142;47,928;1,752;3,487;;87;3,681;3,795;5,137;1,456;0,008;0,111;72,528;4,284;45419,80;65,884;65,355;1,421;5,137;3,795;17,956;527,47;1,00;0,045;262,06;5,569;0,009;0,064;0,078;0,066;;;3,125;3,889;7,848;1,667;2,000;3,125;3,125;0,000;3,750;3,170;3,125;4,643;7,917;0,833;2,778;3,750;4,167;0,000;2,857;3,341;0,64;0,86;1763,70;0,62;0,83;1622,40;0,70;0,91;2003,80;0,00;0,99;0,01;0,00;0,99;0,01;0,00;1,00;0,00;0,746;9,255;0,733;0,18;French;0;1;5,62;0;;54,1;30;10;66,5;89,8;55;44,2;88,3;56,8;50;50;0,023;1960;45;1;0,12;
Ecobank Niger/2006;Niger/2006;27;Niger;Ecobank Niger;NigerEcobank Niger2006;1;0;156;0;CB;0;2006;0,302;0,207;0,544;81,217;6,899;0,075;3,677;65,450;0,054;0,305;62,306;2,895;4,628;;97;3,650;5,690;5,617;1,967;0,030;0,433;91,486;4,516;46297,80;78,228;81,217;1,657;5,617;5,690;15,921;522,89;1,00;0,058;270,81;5,601;0,021;0,075;0,000;0,003;;;3,125;3,889;7,848;1,667;2,000;3,125;3,125;0,000;3,750;3,170;3,125;4,643;7,917;0,833;2,778;3,750;4,167;0,000;2,857;3,341;0,64;0,86;1763,70;0,62;0,83;1622,40;0,70;0,91;2003,80;0,00;0,99;0,01;0,00;1,00;0,00;0,00;1,00;0,00;0,746;13,889;0,733;0,18;French;0;1;5,70;0;;52,5;30;22;62,7;90,9;28,8;44,7;87,9;57,6;50;50;0,005;1960;46;1;0,12;
Ecobank Niger/2007;Niger/2007;27;Niger;Ecobank Niger;NigerEcobank Niger2007;1;0;156;0;CB;0;2007;0,209;0,170;0,716;120,802;6,835;0,052;4,864;69,801;0,078;0,385;65,986;2,424;5,281;;110;4,801;4,659;7,120;2,320;0,013;0,210;131,592;4,880;66283,70;95,194;120,802;2,239;7,120;4,659;29,208;479,27;1,00;0,034;307,66;5,729;-0,002;0,084;0,001;0,043;;;3,125;3,889;7,848;1,667;2,000;3,125;3,125;0,000;3,750;3,170;3,125;4,643;7,917;0,833;2,778;3,750;4,167;0,000;2,857;3,341;0,64;0,86;1763,70;0,62;0,83;1622,40;0,70;0,91;2003,80;0,00;1,00;0,00;0,00;1,00;0,00;0,00;1,00;0,00;0,746;8,537;0,733;0,18;French;0;1;5,64;0;;53,2;30;24;66,2;86,3;38,4;44;80,6;62,4;50;50;0,006;1960;47;1;0,12;
Ecobank Niger/2008;Niger/2008;27;Niger;Ecobank Niger;NigerEcobank Niger2008;1;0;156;0;CB;0;2008;0,266;0,208;0,602;161,330;8,911;0,051;6,724;108,614;0,048;0,943;104,675;4,271;6,885;;116;5,642;7,318;8,543;2,901;0,019;0,366;175,901;5,170;91198,10;139,112;161,330;3,439;8,543;7,318;34,437;447,81;1,00;0,087;371,62;5,918;0,049;0,095;0,113;0,076;;;3,125;3,889;7,848;1,667;2,000;3,125;3,125;0,000;3,750;3,170;3,125;4,643;7,917;0,833;2,778;3,750;4,167;0,000;2,857;3,341;0,63;0,86;1710,80;0,62;0,85;1653,10;0,66;0,89;1863,00;0,00;1,00;0,00;0,00;1,00;0,00;0,00;1,00;0,00;0,918;9,129;0,733;0,18;French;0;1;5,59;0;;52,9;30;23;66,4;89,3;36,2;43,5;86;64,4;50;40;0,009;1960;48;1;0,12;
Ecobank Niger/2009;Niger/2009;27;Niger;Ecobank Niger;NigerEcobank Niger2009;1;0;156;0;CB;0;2009;0,310;0,249;0,563;189,839;16,165;0,076;7,268;135,951;0,044;1,083;131,777;5,157;7,628;;129;6,683;9,260;9,512;2,828;0,020;0,305;212,596;5,359;104515,60;166,780;189,839;3,021;9,512;9,260;35,003;472,19;1,00;-0,009;350,94;5,861;-0,044;0,115;0,043;0,041;;;3,125;3,889;7,848;1,667;2,000;3,125;3,125;0,000;3,750;3,170;3,125;4,643;7,917;0,833;2,778;3,750;4,167;0,000;2,857;3,341;0,63;0,86;1710,80;0,62;0,85;1653,10;0,66;0,89;1863,00;0,00;1,00;0,00;0,00;1,00;0,00;0,00;1,00;0,00;0,918;12,591;0,733;0,18;French;0;1;5,67;0;;53,8;30;26;66,3;88,8;36,9;40,6;89,5;70,4;50;40;0,008;1960;49;1;0,10;
Ecobank Niger/2010;Niger/2010;27;Niger;Ecobank Niger;NigerEcobank Niger2010;1;0;156;0;CB;0;2010;0,278;0,219;0,621;208,903;16,070;0,069;6,535;125,812;0,089;1,241;120,623;5,070;8,787;11;173;7,323;7,732;10,251;2,928;0,017;0,234;233,549;5,453;117543,30;191,871;208,903;3,203;10,251;7,732;71,249;495,28;1,00;0,080;348,80;5,854;0,042;0,118;0,008;0,000;;;3,125;3,889;7,848;1,667;2,000;3,125;3,125;0,000;3,750;3,170;3,125;4,643;7,917;0,833;2,778;3,750;4,167;0,000;2,857;3,341;0,63;0,86;1710,80;0,62;0,85;1653,10;0,66;0,89;1863,00;0,00;1,00;0,00;0,00;1,00;0,00;0,00;1,00;0,00;0,918;11,265;0,733;0,18;French;0;1;5,65;0;;52,9;30;28;65,1;85,1;37,2;40,7;77,6;75,7;50;40;0,010;1960;50;1;;
Société Nigerienne de Banque - SONIBANK/2005;Niger/2005;27;Niger;Société Nigerienne de Banque - SONIBANK;NigerSociété Nigerienne de Banque - SONIBANK2005;0;1;157;0;CB;0;2005;0,199;0,124;0,900;81,932;16,030;0,155;5,276;58,769;;-1,766;58,769;2,386;6,775;;144;10,391;4,773;10,391;;0,015;0,098;103,221;4,637;54445,90;89,736;81,932;1,352;10,391;4,773;30,966;527,47;1,00;0,045;262,06;5,569;0,009;0,064;0,078;0,066;;;3,125;3,889;7,848;1,667;2,000;3,125;3,125;0,000;3,750;3,170;3,125;4,643;7,917;0,833;2,778;3,750;4,167;0,000;2,857;3,341;0,62;0,86;1687,50;0,60;0,86;1678,00;0,63;0,88;1763,10;0,00;0,99;0,01;0,00;0,99;0,01;0,00;1,00;0,00;0,909;40,658;0,733;0,18;French;0;1;5,62;0;;54,1;30;10;66,5;89,8;55;44,2;88,3;56,8;50;50;-0,030;1960;45;1;0,12;
Société Nigerienne de Banque - SONIBANK/2006;Niger/2006;27;Niger;Société Nigerienne de Banque - SONIBANK;NigerSociété Nigerienne de Banque - SONIBANK2006;0;1;157;0;CB;0;2006;0,199;0,130;0,871;91,254;17,538;0,152;5,497;62,296;;-2,048;62,296;2,497;6,920;;146;10,329;4,933;10,329;;0,015;0,097;115,442;4,749;60363,60;99,297;91,254;1,500;10,329;4,933;37,001;522,89;1,00;0,058;270,81;5,601;0,021;0,075;0,000;0,003;;;3,125;3,889;7,848;1,667;2,000;3,125;3,125;0,000;3,750;3,170;3,125;4,643;7,917;0,833;2,778;3,750;4,167;0,000;2,857;3,341;0,62;0,86;1687,50;0,60;0,86;1678,00;0,63;0,88;1763,10;0,00;0,99;0,01;0,00;1,00;0,00;0,00;1,00;0,00;0,909;39,918;0,733;0,18;French;0;1;5,70;0;;52,5;30;22;62,7;90,9;28,8;44,7;87,9;57,6;50;50;-0,033;1960;46;1;0,12;
Société Nigerienne de Banque - SONIBANK/2007;Niger/2007;27;Niger;Société Nigerienne de Banque - SONIBANK;NigerSociété Nigerienne de Banque - SONIBANK2007;0;1;157;0;CB;0;2007;0,149;0,101;1,321;181,232;20,996;0,100;6,446;82,546;;-8,357;82,546;2,920;9,079;;156;19,818;5,929;19,818;;0,014;0,118;210,453;5,349;100863,00;188,653;181,232;1,806;19,818;5,929;106,107;479,27;1,00;0,034;307,66;5,729;-0,002;0,084;0,001;0,043;;;3,125;3,889;7,848;1,667;2,000;3,125;3,125;0,000;3,750;3,170;3,125;4,643;7,917;0,833;2,778;3,750;4,167;0,000;2,857;3,341;0,62;0,86;1687,50;0,60;0,86;1678,00;0,63;0,88;1763,10;0,00;1,00;0,00;0,00;1,00;0,00;0,00;1,00;0,00;0,909;27,274;0,733;0,18;French;0;1;5,64;0;;53,2;30;24;66,2;86,3;38,4;44;80,6;62,4;50;50;-0,101;1960;47;1;0,12;
Société Nigerienne de Banque - SONIBANK/2008;Niger/2008;27;Niger;Société Nigerienne de Banque - SONIBANK;NigerSociété Nigerienne de Banque - SONIBANK2008;0;1;157;0;CB;0;2008;0,155;0,124;0,934;184,158;24,731;0,111;23,759;113,954;;-3,599;113,954;3,659;10,780;;155;18,217;8,728;18,217;;0,015;0,139;223,128;5,408;99917,70;181,464;184,158;2,960;18,217;8,728;67,511;447,81;1,00;0,087;371,62;5,918;0,049;0,095;0,113;0,076;;;3,125;3,889;7,848;1,667;2,000;3,125;3,125;0,000;3,750;3,170;3,125;4,643;7,917;0,833;2,778;3,750;4,167;0,000;2,857;3,341;0,62;0,86;1687,50;0,60;0,86;1678,00;0,63;0,88;1763,10;0,00;1,00;0,00;0,00;1,00;0,00;0,00;1,00;0,00;1,000;30,042;0,733;0,18;French;0;1;5,59;0;;52,9;30;23;66,4;89,3;36,2;43,5;86;64,4;50;40;-0,032;1960;48;1;0,12;
Société Nigerienne de Banque - SONIBANK/2009;Niger/2009;27;Niger;Société Nigerienne de Banque - SONIBANK;NigerSociété Nigerienne de Banque - SONIBANK2009;0;1;157;0;CB;0;2009;0,267;0,235;0,377;191,162;26,327;0,114;37,167;128,162;;6,841;128,162;3,326;12,079;;155;8,286;9,924;8,286;;0,018;0,163;231,283;5,444;109208,70;181,450;191,162;3,757;8,286;9,924;53,288;472,19;1,00;-0,009;350,94;5,861;-0,044;0,115;0,043;0,041;;;3,125;3,889;7,848;1,667;2,000;3,125;3,125;0,000;3,750;3,170;3,125;4,643;7,917;0,833;2,778;3,750;4,167;0,000;2,857;3,341;0,62;0,86;1687,50;0,60;0,86;1678,00;0,63;0,88;1763,10;0,00;1,00;0,00;0,00;1,00;0,00;0,00;1,00;0,00;1,000;31,634;0,733;0,18;French;0;1;5,67;0;;53,8;30;26;66,3;88,8;36,9;40,6;89,5;70,4;50;40;0,053;1960;49;1;0,10;
Société Nigerienne de Banque - SONIBANK/2010;Niger/2010;27;Niger;Société Nigerienne de Banque - SONIBANK;NigerSociété Nigerienne de Banque - SONIBANK2010;0;1;157;0;CB;0;2010;0,241;0,211;0,402;214,650;34,442;0,129;41,149;112,360;;3,826;112,360;3,166;11,425;;170;8,393;9,427;8,393;;0,025;0,203;266,446;5,585;131964,70;208,605;214,650;3,326;8,393;9,427;96,245;495,28;1,00;0,080;348,80;5,854;0,042;0,118;0,008;0,000;;;3,125;3,889;7,848;1,667;2,000;3,125;3,125;0,000;3,750;3,170;3,125;4,643;7,917;0,833;2,778;3,750;4,167;0,000;2,857;3,341;0,62;0,86;1687,50;0,60;0,86;1678,00;0,63;0,88;1763,10;0,00;1,00;0,00;0,00;1,00;0,00;0,00;1,00;0,00;1,000;36,897;0,733;0,18;French;0;1;5,65;0;;52,9;30;28;65,1;85,1;37,2;40,7;77,6;75,7;50;40;0,034;1960;50;1;;
Afribank Nigeria Plc/2005;Nigeria/2005;28;Nigeria;Afribank Nigeria Plc;NigeriaAfribank Nigeria Plc2005;0;0;158;0;CB;0;2005;0,223;0,054;0,793;550,290;190,570;0,224;39,284;277,777;0,222;10,383;198,965;25,489;52,150;;3181;60,126;38,119;71,583;11,457;0,007;0,039;851,789;6,747;125,69;664,380;550,290;24,232;71,583;38,119;465,415;131,27;1000,00;0,054;802,79;6,688;0,028;0,123;0,179;0,198;0,158;0,109;5,313;2,778;9,098;10,000;4,500;3,438;0,000;8,750;5,000;5,431;5,417;2,321;9,346;10,000;5,833;4,375;0,000;9,286;5,000;5,731;0,25;0,36;793,40;;;;;;;0,93;0,06;0,01;0,95;0,04;0,01;0,94;0,05;0,01;0,371;0,566;0,857;0,11;English;1;0;6,03;1;0,10;48,4;30;14;84;48,6;55;73,2;66,2;53,4;30;30;0,037;1960;45;1;0,06;0,04
Afribank Nigeria Plc/2006;Nigeria/2006;28;Nigeria;Afribank Nigeria Plc;NigeriaAfribank Nigeria Plc2006;0;0;158;0;CB;0;2006;0,207;0,061;0,797;710,096;229,433;0,214;39,930;319,009;0,282;-10,913;234,533;24,757;57,698;;3399;66,839;40,862;78,514;11,675;0,021;0,098;1073,029;6,978;181,84;839,771;710,096;22,985;78,514;40,862;605,239;128,65;1000,00;0,062;1024,62;6,932;0,036;0,121;0,082;0,196;0,184;0,143;5,313;2,778;9,098;10,000;4,500;3,438;0,000;8,750;5,000;5,431;5,417;2,321;9,346;10,000;5,833;4,375;0,000;9,286;5,000;5,731;0,25;0,36;793,40;;;;;;;0,92;0,06;0,02;0,92;0,06;0,02;0,93;0,05;0,02;0,371;0,578;0,857;0,11;English;1;0;6,42;1;0,10;48,7;30;16;84,1;56,9;50;73,3;65,8;51,2;30;30;-0,034;1960;46;1;0,06;0,04
Afribank Nigeria Plc/2007;Nigeria/2007;28;Nigeria;Afribank Nigeria Plc;NigeriaAfribank Nigeria Plc2007;0;0;158;0;CB;0;2007;0,370;0,112;0,537;1083,102;248,966;0,167;60,449;585,996;0,177;11,239;487,934;48,184;82,491;;3177;83,818;98,769;97,410;13,592;0,032;0,171;1487,019;7,305;235,31;1209,016;1083,102;37,621;97,410;98,769;721,082;125,81;1000,00;0,064;1129,09;7,029;0,038;0,182;0,054;0,048;0,359;0,321;5,313;2,778;9,098;10,000;4,500;3,438;0,000;8,750;5,000;5,431;5,417;2,321;9,346;10,000;5,833;4,375;0,000;9,286;5,000;5,731;0,25;0,36;793,40;;;;;;;0,89;0,09;0,02;0,91;0,07;0,02;0,90;0,08;0,02;0,371;0,490;0,857;0,11;English;1;0;6,28;1;0,10;55,6;30;19;84,2;66,9;58,6;86,3;69,1;61,6;30;50;0,019;1960;47;1;0,07;0,08
Afribank Nigeria Plc/2009;Nigeria/2009;28;Nigeria;Afribank Nigeria Plc;NigeriaAfribank Nigeria Plc2009;0;0;158;0;CB;0;2009;0,135;0,095;1,193;2625,987;-1732,847;-0,931;89,462;2872,639;0,840;908,928;793,967;47,709;94,149;;3432;104,760;82,947;211,354;106,594;-0,975;2,817;1860,845;7,529;321,83;1427,901;2999,824;447,154;211,354;82,947;633,935;148,90;1000,00;0,070;1091,14;6,995;0,044;0,356;0,115;-0,045;0,217;0,177;5,313;2,778;9,098;10,000;4,500;3,438;0,000;8,750;5,000;5,431;5,417;2,321;9,346;10,000;5,833;4,375;0,000;9,286;5,000;5,731;0,25;0,36;793,40;;;;;;;0,91;0,07;0,02;0,92;0,06;0,02;0,92;0,06;0,03;0,371;-4,686;0,857;0,11;English;1;0;5,84;1;0,10;55,1;30;22;84,4;64,3;55,1;85,8;77,9;61,8;30;40;0,316;1960;49;1;0,07;0,08
Afribank Nigeria Plc/2010;Nigeria/2010;28;Nigeria;Afribank Nigeria Plc;NigeriaAfribank Nigeria Plc2010;0;0;158;0;CB;0;2010;0,090;0,032;2,757;2765,865;-1690,421;-0,971;92,729;607,180;0,542;-118,465;372,274;31,857;10,253;;3073;79,276;55,909;182,431;103,155;0,007;-0,008;1741,314;7,462;311,36;1468,243;3216,509;292,392;182,431;45,563;1095,969;150,30;1000,00;0,078;1242,48;7,125;0,051;0,303;0,137;0,093;0,210;0,206;5,313;2,778;9,098;10,000;4,500;3,438;0,000;8,750;5,000;5,431;5,417;2,321;9,346;10,000;5,833;4,375;0,000;9,286;5,000;5,731;0,25;0,36;793,40;;;;;;;0,91;0,07;0,02;0,92;0,06;0,02;0,92;0,06;0,03;0,371;-2,368;0,857;0,11;English;1;0;5,98;1;0,10;56,8;30;27;84,4;64,7;53,2;85,7;75,4;67,2;40;40;-0,195;1960;50;1;0,07;0,08
Bank of Industry Limited/2006;Nigeria/2006;28;Nigeria;Bank of Industry Limited;NigeriaBank of Industry Limited2006;0;1;159;0;CB;0;2006;0,239;0,104;0,552;57,675;59,463;0,287;3,024;77,333;0,921;3,560;56,346;2,433;13,035;;145;12,242;9,157;12,242;;0,064;0,185;207,024;5,333;37,91;187,778;96,540;2,954;12,242;9,157;131,432;128,65;1000,00;0,062;1024,62;6,932;0,036;0,121;0,082;0,196;0,184;0,143;5,313;2,778;9,098;10,000;4,500;3,438;0,000;8,750;5,000;5,431;5,417;2,321;9,346;10,000;5,833;4,375;0,000;9,286;5,000;5,731;0,25;0,36;793,40;;;;;;;0,92;0,06;0,02;0,92;0,06;0,02;0,93;0,05;0,02;0,371;5,676;0,857;0,11;English;1;0;6,42;1;0,10;48,7;30;16;84,1;56,9;50;73,3;65,8;51,2;30;30;0,046;1960;46;1;0,06;0,04
Bank of Industry Limited/2007;Nigeria/2007;28;Nigeria;Bank of Industry Limited;NigeriaBank of Industry Limited2007;0;1;159;0;CB;0;2007;0,222;0,084;0,442;98,301;74,304;0,247;4,841;89,160;0,251;7,917;76,482;4,022;20,770;;142;20,333;25,237;20,333;;0,063;0,240;300,863;5,707;53,86;243,323;138,044;5,326;20,333;25,237;166,841;125,81;1000,00;0,064;1129,09;7,029;0,038;0,182;0,054;0,048;0,359;0,321;5,313;2,778;9,098;10,000;4,500;3,438;0,000;8,750;5,000;5,431;5,417;2,321;9,346;10,000;5,833;4,375;0,000;9,286;5,000;5,731;0,25;0,36;793,40;;;;;;;0,89;0,09;0,02;0,91;0,07;0,02;0,90;0,08;0,02;0,371;5,010;0,857;0,11;English;1;0;6,28;1;0,10;55,6;30;19;84,2;66,9;58,6;86,3;69,1;61,6;30;50;0,089;1960;47;1;0,07;0,08
Bank of Industry Limited/2008;Nigeria/2008;28;Nigeria;Bank of Industry Limited;NigeriaBank of Industry Limited2008;0;1;159;0;CB;0;2008;0,235;0,070;0,662;104,322;80,526;0,270;6,369;127,436;0,209;4,741;109,249;7,145;20,389;;180;27,475;21,139;27,475;;0,008;0,033;298,669;5,699;49,95;149,849;146,500;22,135;27,475;21,139;40,600;118,55;1000,00;0,060;1374,68;7,226;0,034;0,275;0,116;0,110;0,356;0,345;5,313;2,778;9,098;10,000;4,500;3,438;0,000;8,750;5,000;5,431;5,417;2,321;9,346;10,000;5,833;4,375;0,000;9,286;5,000;5,731;0,25;0,36;793,40;;;;;;;0,91;0,07;0,02;0,93;0,05;0,02;0,91;0,07;0,02;0,371;4,491;0,857;0,11;English;1;0;5,98;1;0,10;55,1;30;22;84,4;68,1;52,9;86,6;73,8;63,4;30;40;0,037;1960;48;1;0,07;0,08
Bank of Industry Limited/2009;Nigeria/2009;28;Nigeria;Bank of Industry Limited;NigeriaBank of Industry Limited2009;0;1;159;0;CB;0;2009;0,161;0,082;0,741;177,077;39,818;0,082;50,308;143,450;0,314;14,580;114,391;5,702;20,644;;204;26,487;15,084;26,487;;-0,067;-0,467;486,710;6,188;92,42;147,332;341,749;5,796;26,487;15,084;32,941;148,90;1000,00;0,070;1091,14;6,995;0,044;0,356;0,115;-0,045;0,217;0,177;5,313;2,778;9,098;10,000;4,500;3,438;0,000;8,750;5,000;5,431;5,417;2,321;9,346;10,000;5,833;4,375;0,000;9,286;5,000;5,731;0,25;0,36;793,40;;;;;;;0,91;0,07;0,02;0,92;0,06;0,02;0,92;0,06;0,03;0,371;0,238;0,857;0,11;English;1;0;5,84;1;0,10;55,1;30;22;84,4;64,3;55,1;85,8;77,9;61,8;30;40;0,102;1960;49;1;0,07;0,08
